"z1";"z2";"z3";"z4";"z5";"z6";"ziehung"
35;3;28;1;22;31;3789
7;9;23;10;18;36;3790
25;29;14;15;47;16;3791
21;14;25;18;43;39;3792
23;40;19;18;47;39;3793
17;6;33;18;11;32;3794
45;8;32;24;38;23;3795
25;11;33;39;7;27;3796
32;38;49;44;16;43;3797
42;47;1;14;6;40;3798
34;31;4;35;36;46;3799
9;39;19;13;16;48;3800
1;23;3;21;42;39;3801
33;4;31;7;24;45;3802
21;34;37;32;6;19;3803
1;44;36;34;32;23;3804
31;14;16;27;12;26;3805
15;11;27;48;30;29;3806
12;42;49;25;35;1;3807
31;22;28;23;35;30;3808
39;26;4;21;9;43;3809
24;4;14;48;41;30;3810
17;49;6;31;8;33;3811
41;45;1;8;9;13;3812
28;24;32;47;37;14;3813
31;25;13;14;10;19;3814
48;18;26;5;34;4;3815
11;6;25;5;1;37;3816
44;33;8;32;24;11;3817
38;17;46;30;7;24;3818
4;23;35;10;14;32;3819
1;29;16;21;44;47;3820
29;11;22;30;9;41;3821
12;5;26;43;8;18;3822
28;46;44;17;16;22;3823
4;32;6;10;24;3;3824
43;33;38;14;45;25;3825
45;43;10;44;36;48;3826
27;22;49;20;15;39;3827
19;37;17;36;38;28;3828
17;46;41;42;10;43;3829
43;5;32;19;20;11;3830
33;19;38;1;46;39;3831
8;29;22;47;11;46;3832
41;11;48;15;12;29;3833
18;27;7;37;47;1;3834
38;43;22;8;47;6;3835
46;47;42;7;45;27;3836
29;22;37;40;49;21;3837
47;25;12;14;23;13;3838
26;27;28;25;6;47;3839
42;36;29;21;41;23;3840
44;24;31;46;42;27;3841
41;18;3;31;35;42;3842
20;38;43;25;30;27;3843
2;45;41;49;20;25;3844
3;16;48;22;46;36;3845
6;19;41;16;7;1;3846
4;8;42;10;32;28;3847
15;43;48;39;21;23;3848
40;6;23;25;46;12;3849
30;4;5;19;41;3;3850
27;13;39;19;16;48;3851
30;7;46;26;6;27;3852
22;29;38;7;16;32;3853
43;23;34;12;28;20;3854
20;44;41;37;14;47;3855
46;47;36;2;15;11;3856
33;39;46;29;14;37;3857
5;44;3;17;39;14;3858
34;21;11;22;35;4;3859
3;1;36;7;11;23;3860
43;38;41;7;20;9;3861
3;18;45;9;6;7;3862
38;6;26;2;40;43;3863
7;29;35;14;41;13;3864
39;20;49;3;7;27;3865
34;16;15;47;14;40;3866
33;38;26;2;11;30;3867
28;46;4;6;14;27;3868
4;11;14;29;8;12;3869
31;3;24;2;44;11;3870
48;20;37;23;8;24;3871
15;22;29;48;41;16;3872
45;34;12;2;40;22;3873
43;5;4;26;1;18;3874
12;15;48;8;37;41;3875
6;21;32;38;16;35;3876
33;16;20;31;45;42;3877
41;33;29;19;3;28;3878
42;11;35;41;10;37;3879
47;17;42;14;32;18;3880
13;33;5;38;12;39;3881
30;19;11;42;20;35;3882
43;18;34;48;45;9;3883
17;18;31;30;5;42;3884
43;22;18;33;20;19;3885
30;46;41;4;47;17;3886
44;30;37;25;18;39;3887
36;20;31;16;7;4;3888
7;15;10;38;35;39;3889
42;13;29;48;36;7;3890
45;10;6;15;28;24;3891
9;42;26;14;3;30;3892
24;28;22;48;38;16;3893
2;46;26;44;3;45;3894
3;26;36;42;16;30;3895
23;8;28;16;12;44;3896
2;16;35;18;3;20;3897
1;47;43;13;22;12;3898
2;19;44;26;46;28;3899
6;2;28;26;22;15;3900
30;1;24;5;42;4;3901
8;17;12;37;44;29;3902
33;24;14;18;10;44;3903
34;6;33;31;16;15;3904
16;39;49;2;1;22;3905
41;31;40;32;33;18;3906
25;33;28;7;11;12;3907
49;40;26;5;38;37;3908
22;28;17;15;41;29;3909
28;41;10;19;23;9;3910
17;4;24;39;49;18;3911
18;6;36;4;29;22;3912
47;29;49;1;18;33;3913
29;7;17;26;40;9;3914
12;40;45;24;33;5;3915
11;4;25;39;17;48;3916
41;28;15;14;25;20;3917
31;48;29;8;1;24;3918
21;48;33;19;49;9;3919
12;42;46;23;17;29;3920
14;43;36;19;46;41;3921
10;6;3;24;37;47;3922
10;31;12;44;3;26;3923
12;29;35;42;47;6;3924
37;3;30;44;48;32;3925
24;3;43;31;1;6;3926
9;27;24;13;21;36;3927
22;33;10;46;7;1;3928
21;13;34;47;32;18;3929
41;22;40;15;19;9;3930
14;17;27;45;8;26;3931
35;47;23;43;30;1;3932
12;3;45;36;27;42;3933
13;10;31;34;46;48;3934
14;18;46;35;25;19;3935
21;31;34;23;39;9;3936
12;14;15;19;7;46;3937
27;26;40;16;2;25;3938
14;16;12;47;29;19;3939
40;48;33;18;34;23;3940
10;47;19;33;18;31;3941
25;10;28;16;34;49;3942
34;38;32;19;2;17;3943
45;20;18;30;43;32;3944
24;39;38;26;32;35;3945
29;31;1;16;30;13;3946
48;13;5;47;31;23;3947
15;37;10;49;7;25;3948
16;40;8;10;17;1;3949
43;10;46;33;7;37;3950
48;32;37;13;46;10;3951
39;49;30;26;20;47;3952
26;9;29;35;11;46;3953
37;4;15;49;44;10;3954
44;16;31;22;10;9;3955
31;1;41;40;3;33;3956
13;5;1;41;9;26;3957
38;1;23;28;17;10;3958
6;30;33;42;25;19;3959
1;4;47;39;38;46;3960
13;17;49;36;2;35;3961
38;20;15;22;5;14;3962
1;49;20;13;5;11;3963
15;8;27;17;35;16;3964
6;1;21;37;26;9;3965
43;36;30;28;14;26;3966
11;35;2;39;49;14;3967
16;34;42;44;32;37;3968
20;41;39;10;31;19;3969
15;5;13;30;44;26;3970
41;31;10;19;13;26;3971
48;5;46;47;2;29;3972
30;10;36;21;6;9;3973
9;17;5;45;39;24;3974
25;35;30;40;46;19;3975
6;22;35;42;31;5;3976
48;44;30;2;5;33;3977
45;6;13;27;21;38;3978
7;12;33;48;49;13;3979
8;27;2;17;12;19;3980
35;43;19;8;41;40;3981
10;34;11;6;44;2;3982
44;49;4;5;32;28;3983
30;15;26;6;8;4;3984
16;38;42;4;37;18;3985
44;34;1;49;37;40;3986
33;27;14;20;41;10;3987
18;22;34;44;30;1;3988
18;28;40;1;20;49;3989
47;25;29;48;5;43;3990
39;5;18;6;17;7;3991
33;6;30;23;13;26;3992
34;26;42;43;21;15;3993
33;26;45;6;47;25;3994
11;23;12;49;17;43;3995
6;30;28;39;14;37;3996
41;2;30;34;10;49;3997
23;30;31;45;28;37;3998
42;48;16;14;6;35;3999
8;33;32;43;22;1;4000
7;31;41;37;40;3;4001
30;8;25;14;36;18;4002
21;27;7;11;19;18;4003
6;1;24;43;11;3;4004
31;35;20;3;2;15;4005
3;46;35;47;37;34;4006
29;24;11;18;1;8;4007
45;21;32;15;18;4;4008
41;44;11;15;38;46;4009
20;34;25;37;7;26;4010
17;6;1;28;41;5;4011
35;48;14;33;32;21;4012
29;35;47;39;37;22;4013
29;41;13;7;38;19;4014
33;42;16;40;43;32;4015
48;2;32;21;36;26;4016
43;11;18;44;45;15;4017
28;36;8;5;7;26;4018
19;30;1;26;48;12;4019
38;42;9;43;32;35;4020
39;20;33;6;41;13;4021
20;47;6;2;19;9;4022
38;39;19;20;13;44;4023
2;39;38;15;6;1;4024
38;31;44;28;27;4;4025
47;41;26;42;32;45;4026
21;12;19;10;1;47;4027
16;47;48;39;43;5;4028
42;40;48;13;18;36;4029
34;11;17;49;32;37;4030
38;34;42;33;43;44;4031
29;6;35;24;28;34;4032
42;3;23;38;21;39;4033
30;18;22;11;45;4;4034
3;22;30;29;4;1;4035
42;37;27;29;45;47;4036
48;5;39;37;21;13;4037
22;12;14;45;17;46;4038
29;32;27;38;34;20;4039
23;37;27;4;3;28;4040
39;40;10;28;11;13;4041
26;14;11;9;5;39;4042
25;49;17;14;1;2;4043
41;15;6;9;42;38;4044
25;19;21;13;3;42;4045
2;28;39;37;16;49;4046
14;28;46;41;30;22;4047
12;45;46;32;3;22;4048
39;7;33;13;18;36;4049
25;20;41;27;17;24;4050
46;25;42;1;5;7;4051
4;28;1;9;3;32;4052
30;31;12;22;38;29;4053
45;1;41;23;19;22;4054
7;35;3;26;16;28;4055
26;46;12;49;17;4;4056
15;26;40;7;16;25;4057
31;23;40;4;12;27;4058
15;18;4;38;22;21;4059
9;11;26;25;49;1;4060
25;21;24;47;28;9;4061
22;8;36;5;18;9;4062
41;22;6;49;1;7;4063
28;7;40;39;2;47;4064
24;48;14;10;11;26;4065
12;36;18;21;30;27;4066
27;23;48;30;41;19;4067
11;25;19;1;32;12;4068
34;25;37;42;39;31;4069
36;4;37;49;18;3;4070
5;33;18;4;12;20;4071
30;32;31;47;16;26;4072
39;26;38;9;18;42;4073
19;7;32;45;47;48;4074
36;43;23;2;26;1;4075
15;29;37;1;44;34;4076
6;25;44;26;13;19;4077
23;24;27;49;25;29;4078
48;9;24;36;17;27;4079
37;24;35;32;31;46;4080
18;37;17;28;6;33;4081
29;42;6;4;26;16;4082
44;33;36;32;29;30;4083
16;49;2;6;22;44;4084
41;6;44;39;7;4;4085
38;27;46;43;23;13;4086
38;41;29;42;17;13;4087
2;15;35;47;22;3;4088
47;39;40;7;34;33;4089
2;40;23;27;3;17;4090
44;30;22;36;49;18;4091
33;38;8;32;31;25;4092
21;36;17;27;41;19;4093
37;5;47;27;45;41;4094
18;12;27;33;26;15;4095
35;37;30;20;14;29;4096
23;22;21;36;49;34;4097
49;18;37;14;19;23;4098
1;18;39;10;41;49;4099
15;27;47;49;25;5;4100
29;9;36;6;38;49;4101
35;2;45;29;10;48;4102
28;16;32;49;23;25;4103
19;2;28;11;24;49;4104
29;5;9;34;21;7;4105
14;5;8;3;34;33;4106
33;12;48;19;16;28;4107
40;14;49;8;18;27;4108
17;40;18;11;30;16;4109
47;27;31;35;21;26;4110
36;28;3;46;9;30;4111
10;15;44;19;23;38;4112
33;31;25;20;37;17;4113
46;23;18;19;4;33;4114
45;17;19;11;15;16;4115
24;21;11;20;49;30;4116
42;6;3;17;21;20;4117
13;10;35;7;40;9;4118
38;10;11;13;7;4;4119
15;4;25;34;10;46;4120
1;18;42;29;32;36;4121
22;1;36;24;33;20;4122
18;15;8;31;3;21;4123
21;47;46;14;3;7;4124
7;37;43;14;38;24;4125
7;1;19;16;11;37;4126
6;23;46;40;35;45;4127
9;5;2;35;20;12;4128
28;29;32;24;48;34;4129
20;37;17;11;26;43;4130
32;9;30;16;25;28;4131
17;33;18;12;13;3;4132
29;18;11;43;35;19;4133
25;12;46;16;20;7;4134
3;17;2;9;27;14;4135
40;30;5;23;6;18;4136
35;8;13;39;44;38;4137
39;38;11;32;4;31;4138
46;45;37;19;17;31;4139
37;48;27;11;12;14;4140
45;10;34;31;15;35;4141
37;47;46;32;5;14;4142
24;25;3;45;22;43;4143
14;31;48;6;5;16;4144
32;48;13;3;27;25;4145
3;45;11;33;18;15;4146
37;5;45;31;18;3;4147
34;24;22;43;4;36;4148
6;26;3;38;8;29;4149
5;39;48;13;20;9;4150
15;41;28;20;25;33;4151
27;41;45;20;17;35;4152
22;16;20;23;24;6;4153
27;15;42;37;18;26;4154
29;47;6;8;40;3;4155
27;33;41;18;44;47;4156
6;15;32;43;47;36;4157
5;37;28;44;24;40;4158
5;30;28;35;24;42;4159
40;34;8;49;35;19;4160
18;48;13;38;30;45;4161
7;29;1;22;17;46;4162
38;48;26;29;20;43;4163
16;27;34;3;42;45;4164
1;47;31;38;23;25;4165
15;8;1;46;12;48;4166
33;46;13;30;28;23;4167
12;27;47;19;34;15;4168
44;20;25;27;48;9;4169
42;4;34;33;47;9;4170
35;37;7;10;2;4;4171
38;29;12;19;23;15;4172
17;6;11;10;25;4;4173
11;48;2;33;47;9;4174
42;3;5;44;19;12;4175
5;34;49;1;17;31;4176
31;37;43;25;3;9;4177
27;23;38;36;42;29;4178
13;19;12;2;46;34;4179
41;27;44;3;49;4;4180
29;45;16;7;47;36;4181
48;27;24;16;47;10;4182
29;15;35;23;38;48;4183
24;30;1;19;31;10;4184
18;13;3;15;8;42;4185
39;13;34;16;42;35;4186
4;48;3;6;10;46;4187
46;40;19;4;31;33;4188
22;31;33;36;6;43;4189
25;49;29;48;17;6;4190
37;46;13;35;45;17;4191
24;42;40;38;16;37;4192
25;1;37;5;32;10;4193
36;25;13;5;18;2;4194
44;18;3;1;42;28;4195
49;48;41;40;47;30;4196
33;5;14;19;41;22;4197
7;29;6;49;1;20;4198
8;41;9;39;43;40;4199
35;11;7;31;34;36;4200
46;25;22;45;2;32;4201
36;25;29;30;6;31;4202
11;49;8;40;26;18;4203
5;8;47;46;10;36;4204
13;6;31;24;18;29;4205
1;14;46;42;34;3;4206
7;15;16;26;6;32;4207
37;31;8;16;15;20;4208
21;24;3;17;22;39;4209
39;46;4;12;38;21;4210
37;15;9;46;13;3;4211
44;23;29;27;30;6;4212
13;28;7;24;31;32;4213
27;39;26;1;12;14;4214
5;8;3;47;30;19;4215
17;37;41;33;42;47;4216
18;36;44;10;38;25;4217
9;5;19;4;16;45;4218
33;39;9;30;29;3;4219
21;27;45;2;33;26;4220
37;14;32;18;1;45;4221
3;36;7;9;27;11;4222
7;35;20;36;9;24;4223
47;2;16;32;45;13;4224
41;24;37;32;5;13;4225
30;35;47;40;8;38;4226
4;40;13;22;16;6;4227
49;18;20;6;28;42;4228
42;41;15;37;4;31;4229
3;13;14;40;29;41;4230
22;9;31;4;27;41;4231
3;40;31;18;6;39;4232
30;24;29;47;18;42;4233
20;37;15;45;14;40;4234
31;49;48;28;26;23;4235
23;46;31;6;8;27;4236
48;29;49;36;47;13;4237
12;44;26;25;6;46;4238
3;20;7;34;48;33;4239
30;45;31;23;1;37;4240
41;34;19;4;32;12;4241
20;43;25;21;8;44;4242
2;43;30;22;36;16;4243
47;4;14;25;38;44;4244
15;17;36;5;13;19;4245
40;16;22;4;45;31;4246
44;8;7;29;14;22;4247
9;31;4;25;38;40;4248
35;5;31;12;6;13;4249
47;6;36;24;29;12;4250
42;33;35;37;7;6;4251
47;35;31;18;29;16;4252
7;23;13;36;22;19;4253
37;30;29;21;34;3;4254
10;22;21;5;33;36;4255
32;34;49;2;42;39;4256
31;23;42;43;5;11;4257
11;9;10;18;22;6;4258
21;11;5;12;48;19;4259
27;47;29;15;8;21;4260
49;24;13;11;20;19;4261
49;41;48;38;46;42;4262
43;1;46;9;35;37;4263
38;8;20;12;32;22;4264
15;19;33;36;34;20;4265
20;22;10;14;46;39;4266
19;4;44;47;40;9;4267
3;23;42;44;26;29;4268
10;15;40;31;36;48;4269
49;3;26;46;28;29;4270
13;2;7;22;9;5;4271
23;12;21;41;32;42;4272
21;22;37;4;39;1;4273
27;4;19;29;41;36;4274
11;38;42;18;27;45;4275
19;29;25;41;8;6;4276
44;1;9;47;11;49;4277
47;19;13;2;14;48;4278
27;38;16;4;47;31;4279
29;1;19;24;35;42;4280
38;41;5;16;15;10;4281
10;15;47;25;42;31;4282
21;18;13;45;36;35;4283
43;26;39;11;32;47;4284
49;6;16;46;41;40;4285
1;6;12;15;21;36;4286
8;44;2;29;32;40;4287
25;22;30;29;15;3;4288
2;42;11;3;6;49;4289
17;45;1;13;21;44;4290
42;21;47;2;24;41;4291
4;43;27;40;6;33;4292
11;4;38;20;41;23;4293
21;10;12;30;49;11;4294
34;13;42;48;21;19;4295
31;34;45;8;1;43;4296
42;45;37;39;48;2;4297
46;27;45;40;22;19;4298
30;37;25;14;39;3;4299
29;10;30;3;26;42;4300
29;8;40;19;47;48;4301
35;5;24;9;36;29;4302
1;27;40;45;23;39;4303
16;17;5;23;21;35;4304
22;1;35;17;13;23;4305
42;44;34;40;2;3;4306
46;30;27;47;21;15;4307
8;18;10;16;1;35;4308
39;15;3;18;30;41;4309
33;45;9;28;2;6;4310
46;44;45;30;39;12;4311
44;42;5;38;29;9;4312
17;31;10;34;22;14;4313
36;3;17;25;5;2;4314
27;34;29;28;42;36;4315
28;36;29;9;11;35;4316
42;28;17;3;8;38;4317
26;43;16;31;34;24;4318
44;24;18;34;46;48;4319
23;47;37;16;12;14;4320
15;5;37;33;7;23;4321
43;30;44;24;13;27;4322
3;48;29;26;33;31;4323
17;8;47;49;27;36;4324
45;12;32;22;40;2;4325
45;4;23;36;44;42;4326
17;5;31;38;9;12;4327
39;7;38;4;33;11;4328
7;16;19;31;26;1;4329
1;17;44;2;37;11;4330
11;28;48;23;44;22;4331
21;6;41;15;25;17;4332
11;39;46;45;32;7;4333
9;33;40;44;28;31;4334
17;44;38;20;18;29;4335
47;25;4;1;28;16;4336
10;18;2;42;31;7;4337
36;24;5;28;11;26;4338
41;40;1;20;12;33;4339
5;33;47;38;43;42;4340
48;46;12;35;45;13;4341
13;11;20;19;2;43;4342
25;27;36;45;14;32;4343
4;20;31;16;38;34;4344
25;42;6;48;20;19;4345
27;4;13;14;35;20;4346
47;41;33;36;22;17;4347
12;19;7;18;24;23;4348
42;17;44;13;7;37;4349
30;7;27;1;18;13;4350
35;11;25;3;2;27;4351
37;48;19;28;42;10;4352
2;24;8;46;31;43;4353
12;41;22;43;14;32;4354
16;41;33;23;3;47;4355
30;12;9;28;34;43;4356
22;24;48;17;49;39;4357
47;8;42;32;12;7;4358
49;39;13;37;16;31;4359
30;36;42;38;10;1;4360
49;24;31;41;2;10;4361
2;20;40;22;5;11;4362
22;27;3;11;7;42;4363
11;6;31;24;21;32;4364
47;5;33;2;18;45;4365
29;42;10;3;9;8;4366
22;46;14;19;29;47;4367
9;26;36;11;44;16;4368
24;23;49;41;47;7;4369
38;49;11;30;2;19;4370
19;31;28;13;34;22;4371
22;4;36;34;26;1;4372
11;6;18;35;21;49;4373
46;36;4;39;28;2;4374
15;46;48;39;22;4;4375
12;24;43;41;17;9;4376
31;25;22;18;44;5;4377
26;29;47;13;18;42;4378
22;24;27;30;11;46;4379
15;28;42;11;39;35;4380
13;29;34;9;49;39;4381
4;17;19;30;25;11;4382
1;5;41;32;7;36;4383
10;11;27;4;49;16;4384
31;19;47;43;5;34;4385
36;2;23;9;17;22;4386
17;21;46;43;20;12;4387
47;8;3;6;11;48;4388
42;31;33;45;49;9;4389
17;35;1;27;11;4;4390
25;43;47;39;4;36;4391
42;18;35;5;33;43;4392
20;25;33;38;31;43;4393
16;21;25;49;40;18;4394
36;42;11;2;20;17;4395
41;14;36;38;43;20;4396
6;29;13;48;38;35;4397
14;11;7;2;40;1;4398
38;5;18;34;11;41;4399
42;49;24;27;14;21;4400
38;32;36;2;44;39;4401
19;49;17;36;33;6;4402
15;41;9;44;28;23;4403
29;32;46;16;38;8;4404
20;13;25;14;35;47;4405
8;11;25;34;28;49;4406
44;25;17;6;11;24;4407
4;37;10;2;27;18;4408
35;20;15;34;3;43;4409
39;1;33;20;24;38;4410
10;42;33;6;8;24;4411
28;48;8;18;14;25;4412
21;35;20;34;4;45;4413
24;40;44;31;46;16;4414
27;48;38;18;5;22;4415
29;2;10;37;1;8;4416
40;18;39;26;15;3;4417
19;1;36;12;48;20;4418
39;49;6;10;23;45;4419
7;1;19;3;13;44;4420
35;49;24;46;22;9;4421
45;11;16;41;40;28;4422
41;43;8;48;31;44;4423
35;38;29;23;8;1;4424
26;6;32;25;19;33;4425
8;22;6;47;27;12;4426
20;5;7;43;33;21;4427
48;13;20;25;33;10;4428
15;38;5;37;44;8;4429
28;16;8;33;22;4;4430
20;27;14;25;26;6;4431
9;2;41;16;5;48;4432
40;16;20;34;23;47;4433
22;1;20;24;40;6;4434
7;43;12;23;36;2;4435
28;11;8;21;1;26;4436
32;45;2;7;43;17;4437
32;40;45;33;36;24;4438
19;33;10;38;37;11;4439
37;18;16;20;10;1;4440
49;35;41;29;8;19;4441
13;25;39;1;14;21;4442
18;10;30;11;17;16;4443
27;28;13;2;47;35;4444
1;41;2;43;32;44;4445
33;25;15;41;12;48;4446
5;13;3;15;40;11;4447
45;39;3;2;21;1;4448
1;19;17;2;22;48;4449
31;48;3;6;47;22;4450
39;12;37;13;38;11;4451
32;12;7;13;2;5;4452
11;8;44;5;40;45;4453
30;7;34;28;16;8;4454
38;21;14;32;37;44;4455
30;41;19;16;20;7;4456
43;23;38;40;26;7;4457
15;45;1;5;35;37;4458
42;11;35;6;31;5;4459
18;49;32;13;16;12;4460
44;45;4;16;1;15;4461
30;40;33;43;6;36;4462
34;3;12;10;6;47;4463
48;8;12;38;41;23;4464
21;32;27;46;19;5;4465
7;15;29;47;20;14;4466
4;29;48;40;25;10;4467
30;26;6;42;3;15;4468
36;5;46;13;1;44;4469
4;2;47;23;9;19;4470
24;23;9;27;10;1;4471
33;35;3;29;1;7;4472
11;8;7;46;30;21;4473
44;24;4;47;19;48;4474
3;1;31;18;41;30;4475
12;15;35;16;2;17;4476
24;23;4;14;11;48;4477
13;12;31;46;4;19;4478
31;12;1;16;48;24;4479
5;29;36;40;23;34;4480
37;18;19;9;10;36;4481
27;4;45;6;9;15;4482
2;18;4;46;20;19;4483
48;26;22;25;36;18;4484
1;47;18;27;37;24;4485
48;1;24;25;4;34;4486
12;46;13;31;21;23;4487
43;42;15;37;21;1;4488
5;21;10;15;6;4;4489
42;22;10;47;23;13;4490
34;42;2;1;18;44;4491
15;5;2;25;26;41;4492
7;14;38;45;5;25;4493
38;40;8;17;3;43;4494
34;44;46;2;35;23;4495
44;16;9;45;10;46;4496
14;15;35;10;45;39;4497
5;35;31;47;14;44;4498
7;41;22;17;49;1;4499
23;49;5;1;29;11;4500
37;44;22;1;25;28;4501
29;11;36;19;21;35;4502
5;9;46;20;33;6;4503
29;19;17;45;24;13;4504
47;32;15;4;10;27;4505
49;18;10;9;20;5;4506
8;43;31;29;23;2;4507
40;25;47;2;8;32;4508
15;49;26;33;1;12;4509
38;17;25;49;33;30;4510
7;39;8;18;48;38;4511
3;14;22;23;45;8;4512
19;31;11;8;10;47;4513
4;8;26;24;1;39;4514
3;1;6;30;5;41;4515
18;19;30;9;14;40;4516
46;49;34;6;12;22;4517
29;19;2;17;48;39;4518
25;7;48;43;22;27;4519
16;23;19;15;12;7;4520
24;12;11;9;6;33;4521
11;46;24;25;18;41;4522
39;5;49;16;48;3;4523
20;5;44;2;15;39;4524
23;30;13;44;41;21;4525
25;43;33;34;23;6;4526
27;21;41;8;37;40;4527
21;36;9;49;6;34;4528
21;31;13;5;3;22;4529
20;41;47;30;27;19;4530
14;16;43;11;36;31;4531
15;46;10;43;4;7;4532
10;29;27;8;40;3;4533
8;11;47;17;49;1;4534
35;4;7;31;10;18;4535
34;27;7;21;29;20;4536
37;16;15;43;24;7;4537
22;26;1;19;10;28;4538
20;25;16;45;21;1;4539
15;45;6;31;11;42;4540
13;44;14;49;10;28;4541
31;41;44;6;27;9;4542
15;16;32;8;6;22;4543
10;4;25;6;3;42;4544
28;25;21;47;15;5;4545
31;24;26;40;8;47;4546
2;9;25;24;19;5;4547
36;15;29;14;37;7;4548
49;8;5;34;12;13;4549
46;1;31;40;44;9;4550
16;15;18;44;26;39;4551
49;46;40;23;9;1;4552
26;10;17;4;28;5;4553
46;10;16;28;43;25;4554
33;13;48;37;40;46;4555
14;42;46;15;27;41;4556
31;20;14;46;6;10;4557
10;13;16;14;24;15;4558
32;7;6;4;41;2;4559
32;38;17;2;30;19;4560
32;38;10;48;16;33;4561
34;43;48;49;5;42;4562
43;45;19;48;49;17;4563
7;46;5;49;13;9;4564
23;19;41;8;3;15;4565
15;24;3;26;17;2;4566
20;33;44;28;40;27;4567
39;19;45;4;17;26;4568
16;33;26;32;45;25;4569
39;2;13;17;31;48;4570
43;30;29;16;7;33;4571
24;10;45;27;3;2;4572
15;11;47;24;7;5;4573
43;49;45;33;16;6;4574
39;44;49;15;5;3;4575
28;26;10;25;22;41;4576
36;18;19;38;28;8;4577
32;9;35;36;1;20;4578
19;6;1;16;8;40;4579
17;5;1;28;26;41;4580
43;15;3;12;30;39;4581
46;19;14;48;16;45;4582
34;27;41;12;13;6;4583
40;14;46;38;49;37;4584
29;24;31;22;19;2;4585
33;17;27;45;5;43;4586
2;42;22;7;29;46;4587
14;44;8;19;24;7;4588
35;10;20;16;19;44;4589
47;32;29;13;34;38;4590
25;3;17;19;46;40;4591
25;14;48;20;44;2;4592
3;49;11;31;41;4;4593
5;14;43;35;34;26;4594
25;28;27;24;45;2;4595
49;37;25;34;39;30;4596
8;10;41;25;45;43;4597
19;3;44;1;4;30;4598
45;5;15;28;32;1;4599
10;20;4;1;25;36;4600
32;48;2;4;9;42;4601
42;6;33;11;23;34;4602
4;11;34;48;1;33;4603
25;11;17;44;22;29;4604
21;30;29;44;11;47;4605
18;37;23;45;26;46;4606
34;46;23;7;36;29;4607
33;4;21;43;2;28;4608
48;45;24;21;22;40;4609
20;7;37;45;8;9;4610
38;47;41;48;1;26;4611
19;4;23;40;41;43;4612
47;29;45;11;30;10;4613
22;23;17;15;26;20;4614
36;42;49;43;2;3;4615
47;13;49;7;35;6;4616
29;23;46;16;28;1;4617
33;19;27;34;25;8;4618
40;13;21;43;11;5;4619
1;30;27;8;46;16;4620
24;10;18;22;27;26;4621
36;6;28;16;20;7;4622
17;1;44;34;29;46;4623
26;19;40;36;32;12;4624
26;40;34;7;15;49;4625
18;16;7;46;32;39;4626
37;18;11;24;5;1;4627
43;3;36;39;6;49;4628
40;11;41;14;16;8;4629
42;2;12;26;1;13;4630
48;39;11;16;9;2;4631
37;2;46;6;18;3;4632
36;8;30;48;7;24;4633
10;6;15;41;12;13;4634
33;12;13;44;49;4;4635
49;43;19;1;3;37;4636
49;37;9;38;10;17;4637
8;15;38;49;7;36;4638
48;26;16;35;49;21;4639
37;48;11;29;32;43;4640
40;36;23;1;15;49;4641
31;4;14;1;46;24;4642
32;46;16;21;23;24;4643
11;20;9;5;13;34;4644
9;48;17;16;15;21;4645
39;12;42;27;35;32;4646
49;32;2;16;47;29;4647
47;12;14;7;21;4;4648
9;37;1;35;11;30;4649
34;13;4;42;21;20;4650
31;29;22;25;1;49;4651
32;48;11;31;34;24;4652
32;1;10;43;2;42;4653
42;10;45;29;4;41;4654
4;14;16;39;30;37;4655
23;26;3;17;5;31;4656
32;46;43;10;30;48;4657
44;3;37;42;1;45;4658
22;49;24;2;42;47;4659
29;37;18;7;41;28;4660
29;4;14;27;17;42;4661
46;16;18;4;13;32;4662
